x,y,label
-0.7734778964959222,0.781349990255079,0
-1.0739811103643948,-0.34029983085966825,0
-1.3022670161282557,-0.22079886765468806,0
-2.027752716662578,0.32915480793345686,0
-1.4493350136021568,-0.5891782231385302,0
-1.7247736630108377,0.3123808690870832,0
-0.3032726252015696,-0.36501020615029,0
-0.2785088387506348,0.35342265522352945,0
-1.4316982995276581,-0.30348108911155885,0
-0.9738989255563912,0.4814447034289966,0
-0.12524082529227243,0.13892364872308247,0
-1.1004047113329587,0.838709707570762,0
-0.2910101042606619,0.4351779633209383,0
-0.572194207686326,-0.3730590700148079,0
-1.4198927377055488,0.5815452970644278,0
-1.5773156567081008,0.7107186648764925,0
-2.055252389729841,0.04443969575317099,0
-1.750831242020406,0.6900021857680707,0
-0.9945115225830082,-0.8431431435659384,0
-1.359203523217511,-0.7304853183205373,0
-1.8163406082121263,0.6084535389621897,0
-0.5506482171448663,0.14450161437914255,0
-0.9592683371283366,0.9304312401859742,0
-1.201581163385181,-0.9648621777036402,0
-2.0470634415639335,-0.2787543497069808,0
-0.7939470376763018,0.3512288434528628,0
-0.14108337018880035,0.1258082114524237,0
-0.37808903991722675,-0.42469067452165715,0
-1.171269769621029,-0.6068242050063666,0
-1.339694936683509,-0.773417483312954,0
-0.4560661966769023,-0.2347106834415878,0
-1.973721841755459,0.2985712468253854,0
-0.42188094592746184,0.23178636696011895,0
-0.42954618135700806,0.09443081890835349,0
-0.6880797108969378,-0.3882582454245917,0
-0.5603912701385695,-0.17507418346768677,0
-1.0287396760595322,0.9817845738878039,0
-1.5427239795322674,0.8529437476764193,0
-1.4387289171797495,-0.8362788407848488,0
-1.9463038433207118,0.3345532628151805,0
-1.073388420406125,-0.006486997976198988,0
-0.3423915277680958,0.37410726539166056,0
-1.984644352774203,-0.01462443298382605,0
-1.293031167790174,-0.38688966051488005,0
-1.7930408748082212,0.5266266074823027,0
-0.42245716349196283,-0.14421465517783563,0
-1.9211004075686189,-0.5427677098182107,0
-0.5133052230139047,-0.011333264978248502,0
-0.6305038772128777,-0.20549859389949163,0
-0.7293352456185627,0.7141763321860939,0
2.9399351054460117,-2.3922297319536163,1
3.5574112015705666,0.22136863318439676,1
4.215225931846957,0.21235606730795797,1
4.1793721326939846,2.0787769106308063,1
2.3640004304715987,1.3739315579190814,1
1.3344759778612905,1.3760107690958583,1
4.730882000894368,1.0643044701769815,1
0.6272715476070423,0.3063271056740316,1
4.134475328069393,1.8139513446137563,1
4.737475986535455,-1.9286644956679317,1
2.2440557697009575,-1.4408623223923929,1
3.3860442644907223,-0.7598019285538288,1
5.5506251706676135,0.6550875594243525,1
2.132655642023389,1.0986046209723683,1
3.965084511852764,-0.1165130012267414,1
4.43605730469004,-1.334105240659481,1
5.470331431721107,0.07701109452665615,1
1.3083107763471091,-1.6809254848346984,1
5.1672986686212745,-0.5445299682405859,1
1.8318849550641783,0.3120324377859983,1
4.369656335985483,-1.5058120684458298,1
1.4433954882856255,-0.34305614547767743,1
1.3166559931686028,-0.024290944686863738,1
4.182660477261087,0.2617043070109858,1
4.15841518121645,2.8162355240648935,1
2.7724914593816337,2.8183831913999193,1
1.6190616142742682,1.8519281646675112,1
4.678780159816417,2.515850756995901,1
1.62530052023249,1.0228363029569911,1
1.8524145821771016,-0.5055213054486437,1
4.2843486705818155,1.3778096310220558,1
1.6775033455032935,-1.1056665797711553,1
5.6049644295793275,-1.654392462283558,1
4.447568726775985,-0.5588552717978348,1
1.238466004285625,1.2193786438257064,1
4.69458385390479,1.324030731115127,1
1.698042050281288,-2.536242228588424,1
2.2377810478245435,1.8363715433654428,1
3.1608549503609664,-1.6296836209267505,1
5.100819245809342,0.48943230734619786,1
2.428392742030021,-1.9382368199542808,1
1.8728545083557793,2.0600121240891824,1
5.739969160173762,-1.28757858329547,1
2.3195278843541525,2.6067508320668504,1
3.3810326555592125,0.5562641843761482,1
2.1831160829075014,1.685198328934711,1
3.507199821828246,1.497547141965929,1
4.601753118454294,2.250714275758514,1
4.404428344307808,-1.3944675543183076,1
3.157099720772497,-2.402096920984064,1
