x,y,label
0.7904731642548647,0.7711862834070744,0
-0.8717906890124458,0.48014575752546795,0
-0.8533037682404283,0.19382834776208777,0
-0.6670045084937091,0.762429132401322,0
0.30818756611883513,1.1156834843741765,0
-1.0331362945023719,-0.05677133616401252,0
0.22043513175504886,0.9200322295907227,0
-0.6368775412883381,1.0026603816926762,0
-0.634540137034452,0.8345090602638023,0
1.0987884533367587,0.13782360814684644,0
-0.5109573644341423,0.7322144749640253,0
-0.31379385483654865,0.8674105300203976,0
1.0107355068752453,-0.09334342264676666,0
-0.38879372138376317,0.8643472264895102,0
-0.9115362560636581,0.4696758638754016,0
-0.9086997281402599,0.3331222111248075,0
-0.18549666771342688,1.2268286127162087,0
1.1666686476386656,0.3098236144205121,0
0.9463040142770011,0.3686525479113373,0
-0.9021580295903093,0.575709727434666,0
0.04399269936182611,0.9587450527538559,0
-0.1397941066558733,1.068434023795613,0
-0.6878719851643782,0.48412566066440194,0
0.835515497260968,0.03273848535288565,0
0.6963637085879706,0.7345571641947187,0
-0.7579209752138125,0.792476637853339,0
0.3971186528050282,0.9049211659414323,0
0.47663472060663203,0.8135429731200221,0
0.9079628715919661,0.23050656809540288,0
0.7200774385636212,0.6637186680378044,0
0.18277756485026864,1.049910918302534,0
0.6136310362003063,1.0024125754603481,0
1.0249251493243134,0.01273637267518686,0
1.111647707926434,0.23428771629621803,0
-0.2508243436926953,0.9690375098082732,0
-1.0805762210347172,-0.009695685691867142,0
-0.5415854088893184,0.6711725536205962,0
0.5061533853542144,0.9696209094839839,0
0.5465390872380429,0.7804847617795192,0
-0.8496291000573173,0.1659664320823605,0
0.9265284775215357,0.38602830020288337,0
-1.0848370040805293,0.31655571143112227,0
-0.39194273423061404,0.7509718507903873,0
0.08542843522100456,1.1730868983578526,0
-1.0062133016200387,0.22179241766821597,0
1.069619844837108,0.33118703747431566,0
1.1684973967706638,0.16863262374414034,0
-0.8345833711247277,0.5590690638375949,0
0.09740184002781545,0.9055530241271962,0
-0.819328832542776,0.701478252847344,0
1.9202817608548193,-0.021014154772203635,1
0.696037187519172,-0.9128351458914585,1
0.7980383461863667,-0.9569208820578183,1
0.07421734530327304,-0.4810163039035044,1
1.2064818724354476,-0.9478336030920415,1
0.7565121701980195,-0.809525325690708,1
1.338425789515969,-1.162530373507458,1
0.32176268779178036,-0.7068446119844242,1
0.3865325292136686,-0.7163760384767437,1
0.16252991061689973,-0.025705462968123954,1
2.002544886735287,-0.1964946968058715,1
0.22887065435493936,-0.6346139027615699,1
0.19281718394211494,-0.4167787355426585,1
1.8506510341219053,0.007253898770877953,1
0.6654439220995607,-1.2031616039640862,1
1.1802759818937614,-0.8590109889126619,1
0.023070264452423196,-0.22261310254226413,1
0.13957050249691544,-0.5313921072141039,1
0.5303565007078272,-0.7528189240356852,1
-0.1941359626129594,-0.5045069839014064,1
1.1162430559306324,-0.8875302816230842,1
0.0247031836677944,-0.12228748230160144,1
0.9829183900059115,-0.7835139069127154,1
0.1910611730405269,-0.46475837685167964,1
1.7775277552617061,-0.6564484970886966,1
0.8661741784977403,-1.0571237707346752,1
0.8532804209443785,-1.051392151319578,1
0.33232188849627153,-0.7325922191073686,1
0.11874813105764363,-0.6584398481915503,1
1.3184957558078663,-0.9250433286203927,1
1.4720410013332257,-0.8112794222855785,1
1.91211719586649,-0.2925490502822836,1
1.0338308876624818,-0.7952837420680062,1
1.5213149571772364,-1.0170396291626835,1
1.5505493923451878,-0.8011700868301014,1
2.2261692420017147,-0.307133520856688,1
0.1673426569060698,-0.045048277954522,1
1.258611949145489,-0.9926391685242453,1
0.29248010858116086,-0.9274435233636688,1
2.030787111775539,-0.6596560953217724,1
2.0349602028766456,-0.18015800385323189,1
1.328021640351965,-0.8884328834397264,1
1.9689236517438276,-0.6658866033421228,1
1.8060692335256674,-0.703661535674948,1
1.689406324306249,-0.9084076527561216,1
1.9303101384263452,-0.5892386962386262,1
1.1145536674984013,-0.8276025883105907,1
1.1062683409634928,-1.02478351130334,1
0.05770636801940453,-0.2458232469052153,1
1.1352046676777114,-1.0914874818219897,1
